Cam	Lower_Lever	Push_Rod_Rotate	Rocker_Lever	Rotate_Valve
-254	4		-6		8		8
-256	4		-6		8		8
-258	4		-6		8		8
-260	4		-6		8		8
-262	4		-6		8		8
-264	4		-6		8		8
-266	4		-6		8		8
-268	4		-6		8		8
-270	4		-6		8		8
-272	4		-6		8		8
-274	4		-6		8		8
-276	4		-6		8		8
-278	4		-6		8		8
-280	4		-6		8		8
-282	4		-6		8		8
-284	4		-6		8		8
-286	4		-6		8		8
-288	4		-6		8		8
-290	4		-6		8		8
-292	4		-6		8		8
-294	4		-6		8		8
-296	4.16		-5.76		8.32		8.38
-398	4.24		-5.64		8.48		8.47
-300	4.32		-5.52		8.64		8.76
-303	4.38		-5.38		8.75		8.95
-305	4.48		-5.28		8.96		9.14
-307	4.54		-5.16		9.12		9.32
-309	4.64		-5.04		9.28		9.52
-311	4.72		-4.92		9.43		9.72
-314	4.8		-4.8		9.6		9.9
-316	4.88		-4.70		9.78		10.18
-319	4.96		-4.56		9.92		10.28
-321	5.12		-4.32		10.24		10.66
-323	5.28		-4.08		10.56		11.04
-325	5.44		-3.84		10.88		11.42
-327	5.76		-3.36		11.52		12.18
-329	6.08		-2.88		12.16		12.94
-331	6.24		-2.64		12.48		13.32
-333	6.56		-2.16		13.12		14.08
-335	6.72		-1.92		13.44		14.46
-337	7.2		-1.2		14.4		15.6
-339	7.52		-0.72		15.04		16.36
-341	7.84		-0.24		15.68		17.12
-343	8		0		16		17.5
-345	8.32		0.48		16.64		18.26
-347	8.64		0.96		17.28		19.02
-348	8.96		1.44		17.92		19.78
-350	9.28		1.92		18.56		20.54
-352	9.6		2.4		19.2		21.3
-354	9.92		2.88		19.84		22.06
-356	10.4		3.6		20.8		23.2
-357	10.72		4.08		21.44		23.96
-358	11.04		4.56		22.08		24.72
-360	11.2		4.8		22.4		25.1
-362	11.36		5.04		22.72		25.48
-364	11.52		5.28		23.04		25.86
-366	11.68		5.52		23.36		26.24
-368	11.84		5.76		23.68		26.62
-370	11.86		5.78		23.7		26.7
-372	11.86		5.78		23.7		26.7
-374	11.88		5.8		23.75		27.0
-376	11.90		5.84		23.8		27.1
-378	11.90		5.84		23.8		27.1
-380	11.92		5.88		23.85		27.2
-382	11.94		5.92		23.9		27.3
-384	11.96		5.94		23.95		27.4
-386	11.96		5.94		23.95		27.4
-388	11.98		5.98		23.97		27.45
-390	12.0		6.0		24.0		27.5
